"Database","Connectivity From","Connectivity To","Projection Strength","Organism","Notes","Reference","e_uid","database","con_from","con_to","projection_strength","species","notes","reference","link","con_from_abb","con_to_abb","nifid","ref_link"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=281&aff=94"" class=""external"" target=""_blank"">BAMS</a>","Medial preoptic nucleus","Posterior complex of the thalamus","weak","Rat","Technique: HRP/WGA","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=3995367"" class=""external"" target=""_blank"">Chiba T, Murata Y.: Afferent and efferent connections of the medial preoptic area in the rat: a WGA-HRP study.. In Brain Res Bull</a>","28194lightChiba T, Murata Y.: Afferent and efferent connections of the medial preoptic area in the rat: a WGA-HRP study.. In Brain Res BullHRP/WGAPosterior complex of the thalamus","BAMS","Medial preoptic nucleus","Posterior complex of the thalamus","weak","Rat","Technique: HRP/WGA","Chiba T, Murata Y.: Afferent and efferent connections of the medial preoptic area in the rat: a WGA-HRP study.. In Brain Res Bull","http://brancusi.usc.edu/connections/conef-det.php?eff=281&aff=94","MPN","PO","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=3995367"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=112&aff=552"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","Ventral tegmental nucleus","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=16304682"" class=""external"" target=""_blank"">Dong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp Neurol</a>","112552not presentDong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp NeurolPHALVentral tegmental nucleus","BAMS","Bed nuclei of the stria terminalis anterior division dorsomedial nucleus","Ventral tegmental nucleus","not detected","Rat","Technique: PHAL","Dong H. & Swanson L.W.: Projections from bed nuclei of the stria terminalis, dorsomedial nucleus: implications for cerebral hemipshere integration for neuroendocrine, autonomic and drinking responses. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=112&aff=552","BSTdm","VTN","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=16304682"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=297&aff=763"" class=""external"" target=""_blank"">BAMS</a>","Suprachiasmatic nucleus ventrolateral part","Orbital area ventral part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"" class=""external"" target=""_blank"">Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev</a>","297763not presentCanteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res RevPHALOrbital area ventral part","BAMS","Suprachiasmatic nucleus ventrolateral part","Orbital area ventral part","not detected","Rat","Technique: PHAL","Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=297&aff=763","SCHv","ORBv","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=433&aff=320"" class=""external"" target=""_blank"">BAMS</a>","Anterior pretectal nucleus","Lateral preoptic area","weak","Rat","Technique: fluorescent tracers","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=2472580"" class=""external"" target=""_blank"">Foster GA, Sizer AR, Rees H, Roberts MH.: Afferent projections to the rostral anterior pretectal nucleus of the rat: a possible role in the processing of noxious stimuli.. In Neuroscience</a>","433320lightFoster GA, Sizer AR, Rees H, Roberts MH.: Afferent projections to the rostral anterior pretectal nucleus of the rat: a possible role in the processing of noxious stimuli.. In Neurosciencefluorescent tracersLateral preoptic area","BAMS","Anterior pretectal nucleus","Lateral preoptic area","weak","Rat","Technique: fluorescent tracers","Foster GA, Sizer AR, Rees H, Roberts MH.: Afferent projections to the rostral anterior pretectal nucleus of the rat: a possible role in the processing of noxious stimuli.. In Neuroscience","http://brancusi.usc.edu/connections/conef-det.php?eff=433&aff=320","APN","LPO","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=2472580"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=370&aff=571"" class=""external"" target=""_blank"">BAMS</a>","Lateral septal nucleus caudal (caudodorsal) part dorsal zone dorsal region","Nucleus incertus compact part","not detected","Rat","Technique: CTB","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"" class=""external"" target=""_blank"">Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol</a>","370571not presentGoto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp NeurolCTBNucleus incertus compact part","BAMS","Lateral septal nucleus caudal (caudodorsal) part dorsal zone dorsal region","Nucleus incertus compact part","not detected","Rat","Technique: CTB","Goto M., Swanson L.W., Canteras N.S.: Connections of the nucleus incertus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=370&aff=571","LSc.d.d","NIc","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=11503154"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=679&aff=434"" class=""external"" target=""_blank"">BAMS</a>","Cortical nucleus of the amygdala posterior part lateral zone","Medial pretectal area","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1430327"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp Neurol</a>","679434not presentCanteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp NeurolPHALMedial pretectal area","BAMS","Cortical nucleus of the amygdala posterior part lateral zone","Medial pretectal area","not detected","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=679&aff=434","COApl","MPT","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1430327"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=1694&aff=333"" class=""external"" target=""_blank"">BAMS</a>","Bed nuclei of the stria terminalis, anterior division, subcommisural zone","Dorsal part of the lateral geniculate complex","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"" class=""external"" target=""_blank"">Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol</a>","1694333not presentDong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp NeurolPHALDorsal part of the lateral geniculate complex","BAMS","Bed nuclei of the stria terminalis, anterior division, subcommisural zone","Dorsal part of the lateral geniculate complex","not detected","Rat","Technique: PHAL","Dong H-W & Swanson L.W.: Organization of axonal projections from the anterolateral area of the bed nuclei of the stria terminalis. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=1694&aff=333","BSTsc","LGd","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=12836178"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=313&aff=281"" class=""external"" target=""_blank"">BAMS</a>","Supramammillary nucleus medial part","Medial preoptic nucleus","exists","Rat","Technique: True Blue/SITS/WGA","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=3517086"" class=""external"" target=""_blank"">Simerly RB, Swanson LW.: The organization of neural inputs to the medial preoptic nucleus of the rat.. In J Comp Neurol</a>","313281existsSimerly RB, Swanson LW.: The organization of neural inputs to the medial preoptic nucleus of the rat.. In J Comp NeurolTrue Blue/SITS/WGAMedial preoptic nucleus","BAMS","Supramammillary nucleus medial part","Medial preoptic nucleus","exists","Rat","Technique: True Blue/SITS/WGA","Simerly RB, Swanson LW.: The organization of neural inputs to the medial preoptic nucleus of the rat.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=313&aff=281","SUMm","MPN","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=3517086"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=56&aff=709"" class=""external"" target=""_blank"">BAMS</a>","Anteroventral nucleus of thalamus","Parasubiculum","weak","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=7506716"" class=""external"" target=""_blank"">Shibata H.: Direct projections from the anterior thalamic nuclei to the retrohippocampal region in the rat.. In J Comp Neurol</a>","56709lightShibata H.: Direct projections from the anterior thalamic nuclei to the retrohippocampal region in the rat.. In J Comp NeurolPHALParasubiculum","BAMS","Anteroventral nucleus of thalamus","Parasubiculum","weak","Rat","Technique: PHAL","Shibata H.: Direct projections from the anterior thalamic nuclei to the retrohippocampal region in the rat.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=56&aff=709","AV","PAR","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=7506716"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=869&aff=540"" class=""external"" target=""_blank"">BAMS</a>","Efferent cochlear group","Precommissural nucleus","not detected","Rat","Technique: CTB","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=10331578"" class=""external"" target=""_blank"">Canteras N.S & Goto M.: Connections of the precommissural nucleus. In J Comp Neurol</a>","869540not presentCanteras N.S & Goto M.: Connections of the precommissural nucleus. In J Comp NeurolCTBPrecommissural nucleus","BAMS","Efferent cochlear group","Precommissural nucleus","not detected","Rat","Technique: CTB","Canteras N.S & Goto M.: Connections of the precommissural nucleus. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=869&aff=540","ECO","PRC","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=10331578"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=680&aff=399"" class=""external"" target=""_blank"">BAMS</a>","Cortical nucleus of the amygdala posterior part medial zone","Lateral septal nucleus ventral part","weak","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1430327"" class=""external"" target=""_blank"">Canteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp Neurol</a>","680399lightCanteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp NeurolPHALLateral septal nucleus ventral part","BAMS","Cortical nucleus of the amygdala posterior part medial zone","Lateral septal nucleus ventral part","weak","Rat","Technique: PHAL","Canteras N.S., Simerly R.B., Swanson L.W.: Connections of the posterior nucleus of the amygdala. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=680&aff=399","COApm","LSv","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1430327"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=759&aff=449"" class=""external"" target=""_blank"">BAMS</a>","Infralimbic area","Spinal nucleus of the trigeminal interpolar part","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=1716270"" class=""external"" target=""_blank"">Hurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp Neurol</a>","759449not presentHurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp NeurolPHALSpinal nucleus of the trigeminal interpolar part","BAMS","Infralimbic area","Spinal nucleus of the trigeminal interpolar part","not detected","Rat","Technique: PHAL","Hurley KM, Herbert H, Moga MM, Saper CB.: Efferent projections of the infralimbic cortex of the rat.. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=759&aff=449","ILA","SPVI","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=1716270"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=289&aff=1694"" class=""external"" target=""_blank"">BAMS</a>","Anterior hypothalamic area","Bed nuclei of the stria terminalis, anterior division, subcommisural zone","weak","Rat","Technique: CTB","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=18853414"" class=""external"" target=""_blank"">Shin J.W., Geerling J.C. & Loewy A.D.: Inputs to the ventrolateral bed nucleus of the stria terminalis. In J Comp Neurol</a>","2891694lightShin J.W., Geerling J.C. & Loewy A.D.: Inputs to the ventrolateral bed nucleus of the stria terminalis. In J Comp NeurolCTBBed nuclei of the stria terminalis, anterior division, subcommisural zone","BAMS","Anterior hypothalamic area","Bed nuclei of the stria terminalis, anterior division, subcommisural zone","weak","Rat","Technique: CTB","Shin J.W., Geerling J.C. & Loewy A.D.: Inputs to the ventrolateral bed nucleus of the stria terminalis. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=289&aff=1694","AHA","BSTsc","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=18853414"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=366&aff=440"" class=""external"" target=""_blank"">BAMS</a>","Lateral septal nucleus caudal (caudodorsal) part","Mesencephalic nucleus of the trigeminal","not detected","Rat","Technique: autoradiography","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"" class=""external"" target=""_blank"">Swanson L.W., Cowan W.M.: The connections of the septal region in the rat. In J Comp Neurol</a>","366440not presentSwanson L.W., Cowan W.M.: The connections of the septal region in the rat. In J Comp NeurolautoradiographyMesencephalic nucleus of the trigeminal","BAMS","Lateral septal nucleus caudal (caudodorsal) part","Mesencephalic nucleus of the trigeminal","not detected","Rat","Technique: autoradiography","Swanson L.W., Cowan W.M.: The connections of the septal region in the rat. In J Comp Neurol","http://brancusi.usc.edu/connections/conef-det.php?eff=366&aff=440","LSc","MEV","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=N/A"
"<a href=""http://brancusi.usc.edu/connections/conef-det.php?eff=297&aff=837"" class=""external"" target=""_blank"">BAMS</a>","Suprachiasmatic nucleus ventrolateral part","Fastigial nucleus","not detected","Rat","Technique: PHAL","<a href=""http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"" class=""external"" target=""_blank"">Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev</a>","297837not presentCanteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res RevPHALFastigial nucleus","BAMS","Suprachiasmatic nucleus ventrolateral part","Fastigial nucleus","not detected","Rat","Technique: PHAL","Canteras N.S., Ribeiro-Barbosa E.R., Goto M., Cipolla-Neto J. & Swanson L.W.: The retinohypothalamic tract: comparison of axonal projection patterns from four major targets. In Brain Res Rev","http://brancusi.usc.edu/connections/conef-det.php?eff=297&aff=837","SCHv","FN","nif-0000-00018","http://www.ncbi.nlm.nih.gov/pubmed?term=20863850"
